question,correct_answer,id,dataset,ground_truth,prompt,prediction,reference_answer,reference_answer_source,reference_evidence,question_type_v2,reference_answer_v2,reference_answer_valid,reference_validation_reason,reference_answer_source_v2,exact_match,token_f1,contains_ground_truth,contains_prediction_in_reference,correct_label,similarity_sentence_transformers_all_MiniLM_L6_v2,similarity_v2_sentence_transformers_all_MiniLM_L6_v2,similarity_BAAI_bge_base_en_v1.5,similarity_v2_BAAI_bge_base_en_v1.5,entity_overlap,hybrid_sentence_transformers_all_MiniLM_L6_v2,hybrid_BAAI_bge_base_en_v1.5,result_group,dataset_result,task_type,model,failure_kind,active_similarity,distance,human_category,human_type,human_rationale
which emperor started the second persian invasion of greece,"Second Persian invasion of Greece The second Persian invasion of Greece (480–479 BC) occurred during the Greco-Persian Wars, as King Xerxes I of Persia sought to conquer all of Greece. The invasion was a direct, if delayed, response to the defeat of the first Persian invasion of Greece (492–490 BC) at the Battle of Marathon, which ended Darius I's attempts to subjugate Greece. After Darius's death, his son Xerxes spent several years planning for the second invasion, mustering an enormous army and navy. The Athenians and Spartans led the Greek resistance. About a tenth of the Greek city-states joined the 'Allied' effort; most remained neutral or submitted to Xerxes.",sample_221,nq,"Second Persian invasion of Greece The second Persian invasion of Greece (480–479 BC) occurred during the Greco-Persian Wars, as King Xerxes I of Persia sought to conquer all of Greece. The invasion was a direct, if delayed, response to the defeat of the first Persian invasion of Greece (492–490 BC) at the Battle of Marathon, which ended Darius I's attempts to subjugate Greece. After Darius's death, his son Xerxes spent several years planning for the second invasion, mustering an enormous army and navy. The Athenians and Spartans led the Greek resistance. About a tenth of the Greek city-states joined the 'Allied' effort; most remained neutral or submitted to Xerxes.","Answer the following question in one or two concise sentences.

Question: which emperor started the second persian invasion of greece

Answer:",Xerxes I,"Second Persian invasion of Greece The second Persian invasion of Greece occurred during the Greco-Persian Wars, as King Xerxes I of Persia sought to conquer all of Greece",nq_evidence_sentence,"Second Persian invasion of Greece The second Persian invasion of Greece occurred during the Greco-Persian Wars, as King Xerxes I of Persia sought to conquer all of Greece",general,"Second Persian invasion of Greece The second Persian invasion of Greece occurred during the Greco-Persian Wars, as King Xerxes I of Persia sought to conquer all of Greece",True,valid,nq_evidence_sentence,0,0.13793103448275862,0,1,1,0.4225911498069763,0.4225911498069763,0.6343322992324829,0.6343322992324829,0.0,0.2958138048648834,0.444032609462738,implemented_improvement,results_nq_500,long_form,MiniLM,low_similarity_correct,0.4225911498069763,0.5774088501930237,low_similarity_false_negative,answer_containment_or_context_dilution,"Correct answer is present or accepted, but extra context lowers similarity."
when did the united states enter world war 2 in europe,"Military history of the United States during World War II Prior to America's entry into World War II in December 1941, individual Americans volunteered to fight against the Axis powers in other nations' armed forces. Although under American law, it was illegal for United States citizens to join the armed forces of foreign nations and in doing so, they lost their citizenship, many American volunteers changed their nationality to Canadian. However Congress passed a blanket pardon in 1944.[6] American mercenary Colonel Charles Sweeny living in London began recruiting American citizens to fight as a U.S. volunteer detachment in the French Air force, however France fell before this was implemented.[6] During the Battle of Britain, 11 American pilots flew in the RAF, one of whom was killed. Charles Sweeney's nephew, also called Charles formed a Home Guard unit from American volunteers living in London.[6]",sample_230,nq,"Military history of the United States during World War II Prior to America's entry into World War II in December 1941, individual Americans volunteered to fight against the Axis powers in other nations' armed forces. Although under American law, it was illegal for United States citizens to join the armed forces of foreign nations and in doing so, they lost their citizenship, many American volunteers changed their nationality to Canadian. However Congress passed a blanket pardon in 1944.[6] American mercenary Colonel Charles Sweeny living in London began recruiting American citizens to fight as a U.S. volunteer detachment in the French Air force, however France fell before this was implemented.[6] During the Battle of Britain, 11 American pilots flew in the RAF, one of whom was killed. Charles Sweeney's nephew, also called Charles formed a Home Guard unit from American volunteers living in London.[6]","Answer the following question in one or two concise sentences.

Question: when did the united states enter world war 2 in europe

Answer:","The United States entered World War 2 in Europe after the attack on Pearl Harbor on December 7, 1941.",1941,nq_when_heuristic,"Military history of the United States during World War II Prior to America's entry into World War II in December 1941, individual Americans volunteered to fight against the Axis powers in other nations' armed forces",when,1941,True,valid,nq_when_heuristic,0,0.1111111111111111,1,0,1,0.4343167245388031,0.4343167245388031,0.6448522806167603,0.6448522806167603,0.2222222222222222,0.3706883738438288,0.5180632630983988,implemented_improvement,results_nq_500,long_form,MiniLM,low_similarity_correct,0.4343167245388031,0.5656832754611969,low_similarity_false_negative,answer_containment_or_context_dilution,"Correct answer is present or accepted, but extra context lowers similarity."
today the american economy is an example of,"Economy of the United States The economy of the United States is a highly developed mixed economy.[29][30] It is the world's largest economy by nominal GDP and the second-largest by purchasing power parity (PPP).[31] It also has the world's seventh-highest per capita GDP (nominal) and the eleventh-highest per capita GDP (PPP) in 2016.[32][33] The US has a highly diversified, world-leading industrial sector.[34] It is also a high-technology innovator with the second-largest industrial output in the world.[34] The U.S. dollar is the currency most used in international transactions and is the world's foremost reserve currency, backed by its science and technology, its military, the full faith of the U.S. government to reimburse its debts, its central role in a range of international institutions since World War II, and the petrodollar system.[35][36] Several countries use it as their official currency, and in many others, it is the de facto currency.[37][38] Its largest trading partners are China, Canada, Mexico, Japan, Germany, South Korea, United Kingdom, France, India, and Taiwan.[39]",sample_231,nq,"Economy of the United States The economy of the United States is a highly developed mixed economy.[29][30] It is the world's largest economy by nominal GDP and the second-largest by purchasing power parity (PPP).[31] It also has the world's seventh-highest per capita GDP (nominal) and the eleventh-highest per capita GDP (PPP) in 2016.[32][33] The US has a highly diversified, world-leading industrial sector.[34] It is also a high-technology innovator with the second-largest industrial output in the world.[34] The U.S. dollar is the currency most used in international transactions and is the world's foremost reserve currency, backed by its science and technology, its military, the full faith of the U.S. government to reimburse its debts, its central role in a range of international institutions since World War II, and the petrodollar system.[35][36] Several countries use it as their official currency, and in many others, it is the de facto currency.[37][38] Its largest trading partners are China, Canada, Mexico, Japan, Germany, South Korea, United Kingdom, France, India, and Taiwan.[39]","Answer the following question in one or two concise sentences.

Question: today the american economy is an example of

Answer:",mixed economy.,Economy of the United States The economy of the United States is a highly developed mixed economy. It is the world's largest economy by nominal GDP and the second-largest by purchasing power parity . It also.,nq_evidence_sentence,"Economy of the United States The economy of the United States is a highly developed mixed economy. It is the world's largest economy by nominal GDP and the second-largest by purchasing power parity . It also has the world's seventh-highest per capita GDP and the eleventh-highest per capita GDP in 2016. The US has a highly diversified, world-leading industrial sector. It is also a high-technology innovator with the second-largest industrial output in the world. The U.S",general,Economy of the United States The economy of the United States is a highly developed mixed economy. It is the world's largest economy by nominal GDP and the second-largest by purchasing power parity . It also,False,long_evidence_fallback,nq_evidence_sentence,0,0.12121212121212122,0,1,1,0.4792691767215729,0.47404712438583374,0.7248037457466125,0.7327831983566284,0.0,0.335488423705101,0.5073626220226287,implemented_improvement,results_nq_500,long_form,MiniLM,low_similarity_correct,0.4792691767215729,0.5207308232784271,low_similarity_false_negative,answer_containment_or_context_dilution,"Correct answer is present or accepted, but extra context lowers similarity."
who sings it's going to be me,"It's Gonna Be Me ""It's Gonna Be Me"" is a song by American boy band NSYNC. It was released on June 13, 2000 as the second single in the United States and third in Europe from their second studio album No Strings Attached. The song was NSYNC's only Billboard Hot 100 number-one hit, making it their highest-charting single. It topped the chart for two consecutive weeks and has been certified Gold by the RIAA. The song serves as the opening track of the 2000 compilation album Now That's What I Call Music! 5.",sample_240,nq,"It's Gonna Be Me ""It's Gonna Be Me"" is a song by American boy band NSYNC. It was released on June 13, 2000 as the second single in the United States and third in Europe from their second studio album No Strings Attached. The song was NSYNC's only Billboard Hot 100 number-one hit, making it their highest-charting single. It topped the chart for two consecutive weeks and has been certified Gold by the RIAA. The song serves as the opening track of the 2000 compilation album Now That's What I Call Music! 5.","Answer the following question in one or two concise sentences.

Question: who sings it's going to be me

Answer:","It is sung by various artists, including Frank Sinatra.",It,nq_who_heuristic,"It was released on June 13, 2000 as the second single in the United States and third in Europe from their second studio album No Strings Attached",who,Now That's What,True,valid,nq_who_heuristic,0,0.19999999999999998,1,0,1,0.15615878999233246,-0.05270987004041672,0.4293631315231323,0.4374772310256958,0.6666666666666666,0.30931115299463274,0.5005541920661927,implemented_improvement,results_nq_500,long_form,MiniLM,low_similarity_correct,0.15615878999233246,0.8438412100076675,low_similarity_false_negative,answer_containment_or_context_dilution,"Correct answer is present or accepted, but extra context lowers similarity."
who fought who in the battle of hastings,"Battle of Hastings The Battle of Hastings[a] was fought on 14 October 1066 between the Norman-French army of William, the Duke of Normandy, and an English army under the Anglo-Saxon King Harold Godwinson, beginning the Norman conquest of England. It took place approximately 7 miles (11 kilometres) northwest of Hastings, close to the present-day town of Battle, East Sussex, and was a decisive Norman victory.",sample_247,nq,"Battle of Hastings The Battle of Hastings[a] was fought on 14 October 1066 between the Norman-French army of William, the Duke of Normandy, and an English army under the Anglo-Saxon King Harold Godwinson, beginning the Norman conquest of England. It took place approximately 7 miles (11 kilometres) northwest of Hastings, close to the present-day town of Battle, East Sussex, and was a decisive Norman victory.","Answer the following question in one or two concise sentences.

Question: who fought who in the battle of hastings

Answer:","The Battle of Hastings was fought between William, Duke of Normandy, and Harold Godwinson, King of England.",Hastings,nq_who_heuristic,"Battle of Hastings The Battle of Hastings was fought on 14 October 1066 between the Norman-French army of William, the Duke of Normandy, and an English army under the Anglo-Saxon King Harold Godwinson, beginning the Norman conquest of England",who,Hastings,True,valid,nq_who_heuristic,0,0.11764705882352941,1,0,1,0.41591453552246094,0.41591453552246094,0.6666937470436096,0.6666937470436096,0.2222222222222222,0.3578068415323893,0.5333522895971934,implemented_improvement,results_nq_500,long_form,MiniLM,low_similarity_correct,0.41591453552246094,0.5840854644775391,low_similarity_false_negative,answer_containment_or_context_dilution,"Correct answer is present or accepted, but extra context lowers similarity."
when did world book day start in the uk,"World Book Day (UK and Ireland) The Day was first celebrated in 1995 in the United Kingdom. The original, global World Book Day event is generally observed on 23 April - it was changed in the UK to avoid clashes with Easter school holidays and with St George's Day. Conversely, a separate event World Book Night organized by independent charity The Reading Agency is held on 23 April.",sample_264,nq,"World Book Day (UK and Ireland) The Day was first celebrated in 1995 in the United Kingdom. The original, global World Book Day event is generally observed on 23 April - it was changed in the UK to avoid clashes with Easter school holidays and with St George's Day. Conversely, a separate event World Book Night organized by independent charity The Reading Agency is held on 23 April.","Answer the following question in one or two concise sentences.

Question: when did world book day start in the uk

Answer:",World Book Day in the UK started in 1995.,1995,nq_when_heuristic,World Book Day The Day was first celebrated in 1995 in the United Kingdom,when,1995,True,valid,nq_when_heuristic,0,0.2222222222222222,1,0,1,0.4456787705421448,0.4456787705421448,0.5691431760787964,0.5691431760787964,0.6666666666666666,0.5119751393795013,0.5984002232551575,implemented_improvement,results_nq_500,long_form,MiniLM,low_similarity_correct,0.4456787705421448,0.5543212294578552,low_similarity_false_negative,answer_containment_or_context_dilution,"Correct answer is present or accepted, but extra context lowers similarity."
where did manna come from in the bible,"Manna Manna is from Heaven, according to the Hebrew Bible [31] and to Jesus in the New Testament,[32] but the various identifications of manna are naturalistic. In the Mishnah, manna is treated as a natural but unique substance, ""created during the twilight of the sixth day of Creation"",[33] and ensured to be clean, before it arrives, by the sweeping of the ground by a northern wind and subsequent rains.[34] According to classical rabbinical literature, manna was ground in a heavenly mill for the use of the righteous, but some of it was allocated to the wicked and left for them to grind themselves.[15]",sample_286,nq,"Manna Manna is from Heaven, according to the Hebrew Bible [31] and to Jesus in the New Testament,[32] but the various identifications of manna are naturalistic. In the Mishnah, manna is treated as a natural but unique substance, ""created during the twilight of the sixth day of Creation"",[33] and ensured to be clean, before it arrives, by the sweeping of the ground by a northern wind and subsequent rains.[34] According to classical rabbinical literature, manna was ground in a heavenly mill for the use of the righteous, but some of it was allocated to the wicked and left for them to grind themselves.[15]","Answer the following question in one or two concise sentences.

Question: where did manna come from in the bible

Answer:",Manna came from heaven.,Heaven,nq_where_heuristic,"Manna Manna is from Heaven, according to the Hebrew Bible and to Jesus in the New Testament, but the various identifications of manna are naturalistic",where,Heaven,True,valid,nq_where_heuristic,0,0.4,1,0,1,0.3837162256240845,0.3837162256240845,0.6736191511154175,0.6736191511154175,0.0,0.26860135793685913,0.4715334057807922,implemented_improvement,results_nq_500,long_form,MiniLM,low_similarity_correct,0.3837162256240845,0.6162837743759155,low_similarity_false_negative,answer_containment_or_context_dilution,"Correct answer is present or accepted, but extra context lowers similarity."
when did the cubs win the world series,"2016 World Series The 2016 World Series was the 112th edition of Major League Baseball's championship series, a best-of-seven playoff between the National League (NL) champion Chicago Cubs and the American League (AL) champion Cleveland Indians, the first meeting of those franchises in postseason history. The Indians had home-field advantage because the AL had won the 2016 All-Star Game.[2][3][4] It was also the last World Series to have home-field advantage determined by the All-Star Game results; beginning in 2017, home-field advantage is now awarded to the team with the better record.",sample_292,nq,"2016 World Series The 2016 World Series was the 112th edition of Major League Baseball's championship series, a best-of-seven playoff between the National League (NL) champion Chicago Cubs and the American League (AL) champion Cleveland Indians, the first meeting of those franchises in postseason history. The Indians had home-field advantage because the AL had won the 2016 All-Star Game.[2][3][4] It was also the last World Series to have home-field advantage determined by the All-Star Game results; beginning in 2017, home-field advantage is now awarded to the team with the better record.","Answer the following question in one or two concise sentences.

Question: when did the cubs win the world series

Answer:",The Cubs won the World Series in 2016.,2016,nq_when_heuristic,"2016 World Series The 2016 World Series was the 112th edition of Major League Baseball's championship series, a best-of-seven playoff between the National League champion Chicago Cubs and the American League champion Cleveland Indians, the first meeting of those franchises in postseason history",when,2016,True,valid,nq_when_heuristic,0,0.2857142857142857,1,0,1,0.4349134862422943,0.4349134862422943,0.6057352423667908,0.6057352423667908,0.5,0.45443944036960604,0.5740146696567535,implemented_improvement,results_nq_500,long_form,MiniLM,low_similarity_correct,0.4349134862422943,0.5650865137577057,low_similarity_false_negative,answer_containment_or_context_dilution,"Correct answer is present or accepted, but extra context lowers similarity."
when is the rolls royce cullinan coming out,"Rolls-Royce Cullinan Series production of the Cullinan is expected to begin in the second half of 2018,[3] while first customer deliveries will take place in the first quarter of 2019.[5]",sample_344,nq,"Rolls-Royce Cullinan Series production of the Cullinan is expected to begin in the second half of 2018,[3] while first customer deliveries will take place in the first quarter of 2019.[5]","Answer the following question in one or two concise sentences.

Question: when is the rolls royce cullinan coming out

Answer:",The Rolls Royce Cullinan was first released in 2018.,2018,nq_when_heuristic,"Rolls-Royce Cullinan Series production of the Cullinan is expected to begin in the second half of 2018, while first customer deliveries will take place in the first quarter of 2019",when,2018,True,valid,nq_when_heuristic,0,0.2222222222222222,1,0,1,0.3384745121002197,0.3384745121002197,0.6165352463722229,0.6165352463722229,0.6666666666666666,0.43693215847015376,0.631574672460556,implemented_improvement,results_nq_500,long_form,MiniLM,low_similarity_correct,0.3384745121002197,0.6615254878997803,low_similarity_false_negative,answer_containment_or_context_dilution,"Correct answer is present or accepted, but extra context lowers similarity."
who played john robinson on lost in space,"Guy Williams (actor) Guy Williams played Professor John Robinson, expert in astrophysics and geology, who commanded the mission of the Jupiter 2 spaceship, taking his family in a voyage to colonize the Alpha Centauri star system.",sample_367,nq,"Guy Williams (actor) Guy Williams played Professor John Robinson, expert in astrophysics and geology, who commanded the mission of the Jupiter 2 spaceship, taking his family in a voyage to colonize the Alpha Centauri star system.","Answer the following question in one or two concise sentences.

Question: who played john robinson on lost in space

Answer:",Guy Williams played John Robinson on the original Lost in Space series. Martin Landau played Professor Robinson on the 1998 TV remake.,Guy Williams,nq_who_heuristic,"Guy Williams Guy Williams played Professor John Robinson, expert in astrophysics and geology, who commanded the mission of the Jupiter 2 spaceship, taking his family in a voyage to colonize the Alpha Centauri star system",who,Guy Williams,True,valid,nq_who_heuristic,0,0.18181818181818182,1,0,1,0.40414437651634216,0.40414437651634216,0.5639986991882324,0.5639986991882324,0.25,0.3579010635614395,0.4697990894317627,implemented_improvement,results_nq_500,long_form,MiniLM,low_similarity_correct,0.40414437651634216,0.5958556234836578,low_similarity_false_negative,answer_containment_or_context_dilution,"Correct answer is present or accepted, but extra context lowers similarity."
when was bangladesh created as an independent country,"History of Bangladesh Modern Bangladesh emerged as an independent nation in 1971 after breaking away and achieving independence from Pakistan in the Bangladesh liberation war. The country's borders coincide with the major portion of the ancient and historic region of Bengal in the eastern part of the Indian subcontinent, where civilisation dates back over four millennia, to the Chalcolithic. The history of the region is closely intertwined with the history of Bengal and the history of India.",sample_384,nq,"History of Bangladesh Modern Bangladesh emerged as an independent nation in 1971 after breaking away and achieving independence from Pakistan in the Bangladesh liberation war. The country's borders coincide with the major portion of the ancient and historic region of Bengal in the eastern part of the Indian subcontinent, where civilisation dates back over four millennia, to the Chalcolithic. The history of the region is closely intertwined with the history of Bengal and the history of India.","Answer the following question in one or two concise sentences.

Question: when was bangladesh created as an independent country

Answer:","Bangladesh was created as an independent country on March 26, 1971.",1971,nq_when_heuristic,History of Bangladesh Modern Bangladesh emerged as an independent nation in 1971 after breaking away and achieving independence from Pakistan in the Bangladesh liberation war,when,1971,True,valid,nq_when_heuristic,0,0.18181818181818182,1,0,1,0.465803325176239,0.465803325176239,0.6121803522109985,0.6121803522109985,0.4,0.4460623276233673,0.548526246547699,implemented_improvement,results_nq_500,long_form,MiniLM,low_similarity_correct,0.465803325176239,0.534196674823761,low_similarity_false_negative,answer_containment_or_context_dilution,"Correct answer is present or accepted, but extra context lowers similarity."
where is the camping world bowl played at,"Camping World Bowl The Camping World Bowl is an annual college football bowl game that is played in Orlando, Florida, at Camping World Stadium. The bowl is operated by Florida Citrus Sports, a non-profit group which also organizes the Citrus Bowl and the Florida Classic.",sample_409,nq,"Camping World Bowl The Camping World Bowl is an annual college football bowl game that is played in Orlando, Florida, at Camping World Stadium. The bowl is operated by Florida Citrus Sports, a non-profit group which also organizes the Citrus Bowl and the Florida Classic.","Answer the following question in one or two concise sentences.

Question: where is the camping world bowl played at

Answer:","The Camping World Bowl is played at Camping World Stadium in Orlando, Florida.","Orlando, Florida",nq_where_heuristic,"Camping World Bowl The Camping World Bowl is an annual college football bowl game that is played in Orlando, Florida, at Camping World Stadium",where,"Orlando, Florida",True,valid,nq_where_heuristic,0,0.2857142857142857,1,0,1,0.4971415400505066,0.4971415400505066,0.6244001984596252,0.6244001984596252,0.6666666666666666,0.5479990780353545,0.6370801389217376,implemented_improvement,results_nq_500,long_form,MiniLM,low_similarity_correct,0.4971415400505066,0.5028584599494934,low_similarity_false_negative,answer_containment_or_context_dilution,"Correct answer is present or accepted, but extra context lowers similarity."
who does rondo play for in the nba,"Rajon Rondo Rajon Pierre Rondo (born February 22, 1986) is an American professional basketball player for the New Orleans Pelicans of the National Basketball Association (NBA). He is a four-time NBA All-Star, and a four-time NBA All-Defensive Team member. He also led the NBA in steals during the 2009–10 season, and assists during the 2011–12, 2012–13 and 2015–16 seasons. He began his professional career with the Boston Celtics, winning an NBA championship in 2008. He ranks fourth in Celtic history in assists, and third in steals.[1] He briefly played for the Dallas Mavericks during the 2014–15 season before joining the Sacramento Kings in 2015 and the Chicago Bulls in 2016.",sample_426,nq,"Rajon Rondo Rajon Pierre Rondo (born February 22, 1986) is an American professional basketball player for the New Orleans Pelicans of the National Basketball Association (NBA). He is a four-time NBA All-Star, and a four-time NBA All-Defensive Team member. He also led the NBA in steals during the 2009–10 season, and assists during the 2011–12, 2012–13 and 2015–16 seasons. He began his professional career with the Boston Celtics, winning an NBA championship in 2008. He ranks fourth in Celtic history in assists, and third in steals.[1] He briefly played for the Dallas Mavericks during the 2014–15 season before joining the Sacramento Kings in 2015 and the Chicago Bulls in 2016.","Answer the following question in one or two concise sentences.

Question: who does rondo play for in the nba

Answer:",Rondo last played for the Miami Heat as of the 2021-2022 season.,He,nq_who_heuristic,"He is a four-time NBA All-Star, and a four-time NBA All-Defensive Team member",who,Celtic,True,valid,nq_who_heuristic,0,0.0,1,0,1,0.1359003484249115,0.09840236604213715,0.43176811933517456,0.42981433868408203,0.0,0.09513024389743804,0.30223768353462216,implemented_improvement,results_nq_500,long_form,MiniLM,low_similarity_correct,0.1359003484249115,0.8640996515750885,low_similarity_false_negative,answer_containment_or_context_dilution,"Correct answer is present or accepted, but extra context lowers similarity."
where do red ear slider turtles come from,"Red-eared slider The red-eared slider originated from the area around the Mississippi River and the Gulf of Mexico, in warm climates in the southeastern United States. Their native areas range from the southeast of Colorado to Virginia and Florida. In nature, they inhabit areas with a source of still, warm water, such as ponds, lakes, swamps, creeks, streams, or slow-flowing rivers. They live in areas of calm water where they are able to leave the water easily by climbing onto rocks or tree trunks so they can warm up in the sun. Individuals are often found sunbathing in a group or even on top of each other. They also require abundant aquatic plants, as these are the adults' main food, although they are omnivores.[15] Turtles in the wild always remain close to water unless they are searching for a new habitat or when females leave the water to lay their eggs.",sample_436,nq,"Red-eared slider The red-eared slider originated from the area around the Mississippi River and the Gulf of Mexico, in warm climates in the southeastern United States. Their native areas range from the southeast of Colorado to Virginia and Florida. In nature, they inhabit areas with a source of still, warm water, such as ponds, lakes, swamps, creeks, streams, or slow-flowing rivers. They live in areas of calm water where they are able to leave the water easily by climbing onto rocks or tree trunks so they can warm up in the sun. Individuals are often found sunbathing in a group or even on top of each other. They also require abundant aquatic plants, as these are the adults' main food, although they are omnivores.[15] Turtles in the wild always remain close to water unless they are searching for a new habitat or when females leave the water to lay their eggs.","Answer the following question in one or two concise sentences.

Question: where do red ear slider turtles come from

Answer:",Red-eared sliders come from the southeastern United States and parts of Mexico.,Red-eared,nq_where_heuristic,"Red-eared slider The red-eared slider originated from the area around the Mississippi River and the Gulf of Mexico, in warm climates in the southeastern United States",where,Red-eared,True,valid,nq_where_heuristic,0,0.2857142857142857,1,0,1,0.4348362982273102,0.4348362982273102,0.5979241132736206,0.5979241132736206,0.5,0.45438540875911715,0.5685468792915345,implemented_improvement,results_nq_500,long_form,MiniLM,low_similarity_correct,0.4348362982273102,0.5651637017726898,low_similarity_false_negative,answer_containment_or_context_dilution,"Correct answer is present or accepted, but extra context lowers similarity."
when was the call of the wild written,"The Call of the Wild The Call of the Wild is a short adventure novel by Jack London published in 1903 and set in Yukon, Canada during the 1890s Klondike Gold Rush, when strong sled dogs were in high demand. The central character of the novel is a dog named Buck. The story opens at a ranch in Santa Clara Valley, California, when Buck is stolen from his home and sold into service as a sled dog in Alaska. He becomes progressively feral in the harsh environment, where he is forced to fight to survive and dominate other dogs. By the end, he sheds the veneer of civilization, and relies on primordial instinct and learned experience to emerge as a leader in the wild.",sample_448,nq,"The Call of the Wild The Call of the Wild is a short adventure novel by Jack London published in 1903 and set in Yukon, Canada during the 1890s Klondike Gold Rush, when strong sled dogs were in high demand. The central character of the novel is a dog named Buck. The story opens at a ranch in Santa Clara Valley, California, when Buck is stolen from his home and sold into service as a sled dog in Alaska. He becomes progressively feral in the harsh environment, where he is forced to fight to survive and dominate other dogs. By the end, he sheds the veneer of civilization, and relies on primordial instinct and learned experience to emerge as a leader in the wild.","Answer the following question in one or two concise sentences.

Question: when was the call of the wild written

Answer:",The Call of the Wild was written by Jack London and published in 1903.,1903,nq_when_heuristic,"The Call of the Wild The Call of the Wild is a short adventure novel by Jack London published in 1903 and set in Yukon, Canada during the 1890s Klondike Gold Rush, when strong sled dogs were in high demand",when,1903,True,valid,nq_when_heuristic,0,0.15384615384615385,1,0,1,0.38161805272102356,0.38161805272102356,0.586456298828125,0.586456298828125,0.4,0.38713263690471644,0.5305194091796875,implemented_improvement,results_nq_500,long_form,MiniLM,low_similarity_correct,0.38161805272102356,0.6183819472789764,low_similarity_false_negative,answer_containment_or_context_dilution,"Correct answer is present or accepted, but extra context lowers similarity."
