stage,method,family,label_field,score_field,reference_field,num_correct,num_incorrect,correct_mean,incorrect_mean,gap,fixed_threshold,fixed_accuracy,fixed_precision,fixed_recall,fixed_f1,roc_auc,pr_auc,best_threshold,best_accuracy,best_precision,best_recall,best_f1,high_similarity_wrong,low_similarity_correct,dataset,task_type,embedding_model,question_type,threshold_scope,calibration_status,skip_reason,num_examples,num_positive,num_negative,score_std,cv_num_folds,cv_selected_thresholds,cv_mean_selected_threshold,cv_threshold_std
unit4,Factual conflict penalty on span max similarity: BAAI/bge-base-en-v1.5,factual_conflict_penalty,correct_label,factual_conflict_adjusted_span_max_similarity_BAAI_bge_base_en_v1.5,reference_answer_v2,10,90,,,,0.868,0.95,0.7272727272727273,0.8,0.7619047619047619,0.9966666666666666,0.9666666666666667,,,,,,,,nq,long_form,BAAI/bge-base-en-v1.5,when,question_type_cv,applied,,100,10,90,0.15636993679835062,5,0.81;0.86;0.86;0.95;0.86,0.868,0.04534313619501851
unit4,Factual conflict penalty on span max similarity: BAAI/bge-base-en-v1.5,factual_conflict_penalty,correct_label,factual_conflict_adjusted_span_max_similarity_BAAI_bge_base_en_v1.5,reference_answer_v2,12,68,0.9349054048458735,0.5805669486397455,0.354338456206128,0.75,0.8375,0.48,1.0,0.6486486486486487,0.9712009803921569,0.8148559572472616,0.85,0.95,0.7857142857142857,0.9166666666666666,0.8461538461538461,7,0,nq,long_form,BAAI/bge-base-en-v1.5,where,global_fixed,reporting_only,,80,12,68,0.19182384416056025,,,,
unit4,Factual conflict penalty on span max similarity: BAAI/bge-base-en-v1.5,factual_conflict_penalty,correct_label,factual_conflict_adjusted_span_max_similarity_BAAI_bge_base_en_v1.5,reference_answer_v2,12,68,,,,0.8619999999999999,0.9375,0.7692307692307693,0.8333333333333334,0.8,0.9712009803921569,0.8148559572472616,,,,,,,,nq,long_form,BAAI/bge-base-en-v1.5,where,question_type_cv,applied,,80,12,68,0.19182384416056025,5,0.91;0.85;0.85;0.85;0.85,0.8619999999999999,0.024000000000000018
unit4,Factual conflict penalty on span max similarity: BAAI/bge-base-en-v1.5,factual_conflict_penalty,correct_label,factual_conflict_adjusted_span_max_similarity_BAAI_bge_base_en_v1.5,reference_answer_v2,20,126,0.8862044140696526,0.5311808278636326,0.3550235862060199,0.75,0.9041095890410958,0.6071428571428571,0.85,0.7083333333333334,0.9128968253968254,0.8575097357201663,0.82,0.958904109589041,0.85,0.85,0.85,5,1,nq,long_form,BAAI/bge-base-en-v1.5,who,global_fixed,reporting_only,,146,20,126,0.18319605542731188,,,,
unit4,Factual conflict penalty on span max similarity: BAAI/bge-base-en-v1.5,factual_conflict_penalty,correct_label,factual_conflict_adjusted_span_max_similarity_BAAI_bge_base_en_v1.5,reference_answer_v2,20,126,,,,0.836,0.9315068493150684,0.75,0.75,0.75,0.9128968253968254,0.8575097357201663,,,,,,,,nq,long_form,BAAI/bge-base-en-v1.5,who,question_type_cv,applied,,146,20,126,0.18319605542731188,5,0.80;0.92;0.82;0.82;0.82,0.836,0.04270831300812527
unit4,Factual conflict penalty on span max similarity: BAAI/bge-base-en-v1.5,factual_conflict_penalty,correct_label,factual_conflict_adjusted_span_max_similarity_BAAI_bge_base_en_v1.5,reference_answer_v2,0,14,nan,0.6611165523488506,nan,0.75,0.7142857142857143,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,2,0,nq,long_form,BAAI/bge-base-en-v1.5,yes_no,global_fixed,reporting_only,,14,0,14,0.12285361451478999,,,,
unit4,Factual conflict penalty on span max similarity: BAAI/bge-base-en-v1.5,factual_conflict_penalty,correct_label,factual_conflict_adjusted_span_max_similarity_BAAI_bge_base_en_v1.5,reference_answer_v2,0,14,nan,0.6611165523488506,nan,0.75,0.7142857142857143,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,2,0,nq,long_form,BAAI/bge-base-en-v1.5,yes_no,inherited_global,skipped,num_examples<50,14,0,14,0.12285361451478999,,,,
unit4,Factual conflict penalty on multi-view score: BAAI/bge-base-en-v1.5,factual_conflict_penalty,correct_label,factual_conflict_adjusted_multi_view_score_BAAI_bge_base_en_v1.5,reference_answer_v2,48,452,0.7301418700255454,0.51625658315777,0.21388528686777541,0.75,0.898,0.4716981132075472,0.5208333333333334,0.49504950495049505,0.8177083333333334,0.5657073828150138,0.79,0.924,0.625,0.5208333333333334,0.5681818181818182,14,5,nq,long_form,BAAI/bge-base-en-v1.5,all,dataset_global,dataset_reference,,500,48,452,0.15733720636875256,,,,
unit4,Factual conflict penalty on multi-view score: BAAI/bge-base-en-v1.5,factual_conflict_penalty,correct_label,factual_conflict_adjusted_multi_view_score_BAAI_bge_base_en_v1.5,reference_answer_v2,1,30,0.7936018437147141,0.6265000504321523,0.1671017932825618,0.75,0.8064516129032258,0.14285714285714285,1.0,0.25,0.9,0.25,0.77,0.9032258064516129,0.25,1.0,0.4,3,0,nq,long_form,BAAI/bge-base-en-v1.5,definition,global_fixed,reporting_only,,31,1,30,0.12190258673489127,,,,
unit4,Factual conflict penalty on multi-view score: BAAI/bge-base-en-v1.5,factual_conflict_penalty,correct_label,factual_conflict_adjusted_multi_view_score_BAAI_bge_base_en_v1.5,reference_answer_v2,1,30,0.7936018437147141,0.6265000504321523,0.1671017932825618,0.75,0.8064516129032258,0.14285714285714285,1.0,0.25,0.9,0.25,0.77,0.9032258064516129,0.25,1.0,0.4,3,0,nq,long_form,BAAI/bge-base-en-v1.5,definition,inherited_global,skipped,num_examples<50,31,1,30,0.12190258673489127,,,,
unit4,Factual conflict penalty on multi-view score: BAAI/bge-base-en-v1.5,factual_conflict_penalty,correct_label,factual_conflict_adjusted_multi_view_score_BAAI_bge_base_en_v1.5,reference_answer_v2,3,101,0.6843056013186772,0.5978123997715237,0.08649320154715356,0.75,0.8846153846153846,0.0,0.0,0.0,0.7128712871287128,0.09376571141277024,0.73,0.8557692307692307,0.125,0.6666666666666666,0.21052631578947367,4,0,nq,long_form,BAAI/bge-base-en-v1.5,general,global_fixed,reporting_only,,104,3,101,0.12121013053592103,,,,
unit4,Factual conflict penalty on multi-view score: BAAI/bge-base-en-v1.5,factual_conflict_penalty,correct_label,factual_conflict_adjusted_multi_view_score_BAAI_bge_base_en_v1.5,reference_answer_v2,3,101,0.6843056013186772,0.5978123997715237,0.08649320154715356,0.75,0.8846153846153846,0.0,0.0,0.0,0.7128712871287128,0.09376571141277024,0.73,0.8557692307692307,0.125,0.6666666666666666,0.21052631578947367,4,0,nq,long_form,BAAI/bge-base-en-v1.5,general,inherited_global,skipped,num_positive<10,104,3,101,0.12121013053592103,,,,
unit4,Factual conflict penalty on multi-view score: BAAI/bge-base-en-v1.5,factual_conflict_penalty,correct_label,factual_conflict_adjusted_multi_view_score_BAAI_bge_base_en_v1.5,reference_answer_v2,0,2,nan,0.5351890027523041,nan,0.75,1.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0,0,nq,long_form,BAAI/bge-base-en-v1.5,list,global_fixed,reporting_only,,2,0,2,0.09867911338806154,,,,
unit4,Factual conflict penalty on multi-view score: BAAI/bge-base-en-v1.5,factual_conflict_penalty,correct_label,factual_conflict_adjusted_multi_view_score_BAAI_bge_base_en_v1.5,reference_answer_v2,0,2,nan,0.5351890027523041,nan,0.75,1.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0,0,nq,long_form,BAAI/bge-base-en-v1.5,list,inherited_global,skipped,num_examples<50,2,0,2,0.09867911338806154,,,,
unit4,Factual conflict penalty on multi-view score: BAAI/bge-base-en-v1.5,factual_conflict_penalty,correct_label,factual_conflict_adjusted_multi_view_score_BAAI_bge_base_en_v1.5,reference_answer_v2,2,21,0.8579393312335015,0.4670477702504113,0.39089156098309025,0.75,1.0,1.0,1.0,1.0,1.0,1.0,0.73,1.0,1.0,1.0,1.0,0,0,nq,long_form,BAAI/bge-base-en-v1.5,number,global_fixed,reporting_only,,23,2,21,0.14762785993113356,,,,
unit4,Factual conflict penalty on multi-view score: BAAI/bge-base-en-v1.5,factual_conflict_penalty,correct_label,factual_conflict_adjusted_multi_view_score_BAAI_bge_base_en_v1.5,reference_answer_v2,2,21,0.8579393312335015,0.4670477702504113,0.39089156098309025,0.75,1.0,1.0,1.0,1.0,1.0,1.0,0.73,1.0,1.0,1.0,1.0,0,0,nq,long_form,BAAI/bge-base-en-v1.5,number,inherited_global,skipped,num_examples<50,23,2,21,0.14762785993113356,,,,
unit4,Factual conflict penalty on multi-view score: BAAI/bge-base-en-v1.5,factual_conflict_penalty,correct_label,factual_conflict_adjusted_multi_view_score_BAAI_bge_base_en_v1.5,reference_answer_v2,10,90,0.7789886724948882,0.5390018827385373,0.2399867897563509,0.75,0.9,0.5,0.7,0.5833333333333334,0.9366666666666666,0.6156912813434552,0.79,0.94,0.7,0.7,0.7,3,0,nq,long_form,BAAI/bge-base-en-v1.5,when,global_fixed,reporting_only,,100,10,90,0.14013872927760246,,,,
unit4,Factual conflict penalty on multi-view score: BAAI/bge-base-en-v1.5,factual_conflict_penalty,correct_label,factual_conflict_adjusted_multi_view_score_BAAI_bge_base_en_v1.5,reference_answer_v2,10,90,,,,0.79,0.94,0.7,0.7,0.7,0.9366666666666666,0.6156912813434552,,,,,,,,nq,long_form,BAAI/bge-base-en-v1.5,when,question_type_cv,applied,,100,10,90,0.14013872927760246,5,0.79;0.79;0.79;0.79;0.79,0.79,0.0
unit4,Factual conflict penalty on multi-view score: BAAI/bge-base-en-v1.5,factual_conflict_penalty,correct_label,factual_conflict_adjusted_multi_view_score_BAAI_bge_base_en_v1.5,reference_answer_v2,12,68,0.729729716728131,0.4753218757411261,0.2544078409870049,0.75,0.9,0.75,0.5,0.6,0.8799019607843137,0.6911893184693232,0.81,0.925,1.0,0.5,0.6666666666666666,1,1,nq,long_form,BAAI/bge-base-en-v1.5,where,global_fixed,reporting_only,,80,12,68,0.16565736731071684,,,,
unit4,Factual conflict penalty on multi-view score: BAAI/bge-base-en-v1.5,factual_conflict_penalty,correct_label,factual_conflict_adjusted_multi_view_score_BAAI_bge_base_en_v1.5,reference_answer_v2,12,68,,,,0.806,0.9125,0.8571428571428571,0.5,0.631578947368421,0.8799019607843137,0.6911893184693232,,,,,,,,nq,long_form,BAAI/bge-base-en-v1.5,where,question_type_cv,applied,,80,12,68,0.16565736731071684,5,0.81;0.79;0.81;0.81;0.81,0.806,0.008000000000000007
unit4,Factual conflict penalty on multi-view score: BAAI/bge-base-en-v1.5,factual_conflict_penalty,correct_label,factual_conflict_adjusted_multi_view_score_BAAI_bge_base_en_v1.5,reference_answer_v2,20,126,0.6968884562700988,0.4258681471976969,0.2710203090724019,0.75,0.9178082191780822,0.9,0.45,0.6,0.85,0.6741936307282967,0.72,0.9178082191780822,0.9,0.45,0.6,1,4,nq,long_form,BAAI/bge-base-en-v1.5,who,global_fixed,reporting_only,,146,20,126,0.16002308418412653,,,,
unit4,Factual conflict penalty on multi-view score: BAAI/bge-base-en-v1.5,factual_conflict_penalty,correct_label,factual_conflict_adjusted_multi_view_score_BAAI_bge_base_en_v1.5,reference_answer_v2,20,126,,,,0.674,0.8698630136986302,0.5294117647058824,0.45,0.4864864864864865,0.85,0.6741936307282967,,,,,,,,nq,long_form,BAAI/bge-base-en-v1.5,who,question_type_cv,applied,,146,20,126,0.16002308418412653,5,0.72;0.72;0.72;0.50;0.71,0.674,0.08708616422830895
unit4,Factual conflict penalty on multi-view score: BAAI/bge-base-en-v1.5,factual_conflict_penalty,correct_label,factual_conflict_adjusted_multi_view_score_BAAI_bge_base_en_v1.5,reference_answer_v2,0,14,nan,0.6288640694918276,nan,0.75,0.7857142857142857,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,2,0,nq,long_form,BAAI/bge-base-en-v1.5,yes_no,global_fixed,reporting_only,,14,0,14,0.12389402514987294,,,,
unit4,Factual conflict penalty on multi-view score: BAAI/bge-base-en-v1.5,factual_conflict_penalty,correct_label,factual_conflict_adjusted_multi_view_score_BAAI_bge_base_en_v1.5,reference_answer_v2,0,14,nan,0.6288640694918276,nan,0.75,0.7857142857142857,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,2,0,nq,long_form,BAAI/bge-base-en-v1.5,yes_no,inherited_global,skipped,num_examples<50,14,0,14,0.12389402514987294,,,,
unit6,Reduced fixed multi-view hybrid: BAAI/bge-base-en-v1.5,multi_view_hybrid_scoring,correct_label,unit6_fixed_multi_view_hybrid_score_BAAI_bge_base_en_v1.5,reference_answer_v2,48,452,0.7150970964692535,0.4452600980559065,0.26983699841334696,0.75,0.93,0.7096774193548387,0.4583333333333333,0.5569620253164557,0.871589233038348,0.6155650235478373,0.69,0.922,0.6097560975609756,0.5208333333333334,0.5617977528089888,7,4,nq,long_form,BAAI/bge-base-en-v1.5,all,dataset_global,dataset_reference,,500,48,452,0.1609125349329872,,,,
unit6,Reduced fixed multi-view hybrid: BAAI/bge-base-en-v1.5,multi_view_hybrid_scoring,correct_label,unit6_fixed_multi_view_hybrid_score_BAAI_bge_base_en_v1.5,reference_answer_v2,1,30,0.7197455175220966,0.5375774876401102,0.18216802988198644,0.75,0.9354838709677419,0.0,0.0,0.0,0.9666666666666667,0.5,0.71,0.967741935483871,0.5,1.0,0.6666666666666666,1,0,nq,long_form,BAAI/bge-base-en-v1.5,definition,global_fixed,reporting_only,,31,1,30,0.12384296216772143,,,,
unit6,Reduced fixed multi-view hybrid: BAAI/bge-base-en-v1.5,multi_view_hybrid_scoring,correct_label,unit6_fixed_multi_view_hybrid_score_BAAI_bge_base_en_v1.5,reference_answer_v2,1,30,0.7197455175220966,0.5375774876401102,0.18216802988198644,0.75,0.9354838709677419,0.0,0.0,0.0,0.9666666666666667,0.5,0.71,0.967741935483871,0.5,1.0,0.6666666666666666,1,0,nq,long_form,BAAI/bge-base-en-v1.5,definition,inherited_global,skipped,num_examples<50,31,1,30,0.12384296216772143,,,,
unit6,Reduced fixed multi-view hybrid: BAAI/bge-base-en-v1.5,multi_view_hybrid_scoring,correct_label,unit6_fixed_multi_view_hybrid_score_BAAI_bge_base_en_v1.5,reference_answer_v2,3,101,0.5478111132979393,0.5054775327661037,0.04233358053183556,0.75,0.9615384615384616,0.0,0.0,0.0,0.5907590759075907,0.04914235190097259,0.58,0.7019230769230769,0.0625,0.6666666666666666,0.11428571428571428,1,1,nq,long_form,BAAI/bge-base-en-v1.5,general,global_fixed,reporting_only,,104,3,101,0.11651398151891601,,,,
unit6,Reduced fixed multi-view hybrid: BAAI/bge-base-en-v1.5,multi_view_hybrid_scoring,correct_label,unit6_fixed_multi_view_hybrid_score_BAAI_bge_base_en_v1.5,reference_answer_v2,3,101,0.5478111132979393,0.5054775327661037,0.04233358053183556,0.75,0.9615384615384616,0.0,0.0,0.0,0.5907590759075907,0.04914235190097259,0.58,0.7019230769230769,0.0625,0.6666666666666666,0.11428571428571428,1,1,nq,long_form,BAAI/bge-base-en-v1.5,general,inherited_global,skipped,num_positive<10,104,3,101,0.11651398151891601,,,,
unit6,Reduced fixed multi-view hybrid: BAAI/bge-base-en-v1.5,multi_view_hybrid_scoring,correct_label,unit6_fixed_multi_view_hybrid_score_BAAI_bge_base_en_v1.5,reference_answer_v2,0,2,nan,0.4642737880349159,nan,0.75,1.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0,0,nq,long_form,BAAI/bge-base-en-v1.5,list,global_fixed,reporting_only,,2,0,2,0.10135083273053169,,,,
unit6,Reduced fixed multi-view hybrid: BAAI/bge-base-en-v1.5,multi_view_hybrid_scoring,correct_label,unit6_fixed_multi_view_hybrid_score_BAAI_bge_base_en_v1.5,reference_answer_v2,0,2,nan,0.4642737880349159,nan,0.75,1.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0,0,nq,long_form,BAAI/bge-base-en-v1.5,list,inherited_global,skipped,num_examples<50,2,0,2,0.10135083273053169,,,,
unit6,Reduced fixed multi-view hybrid: BAAI/bge-base-en-v1.5,multi_view_hybrid_scoring,correct_label,unit6_fixed_multi_view_hybrid_score_BAAI_bge_base_en_v1.5,reference_answer_v2,2,21,0.8404755778610706,0.39111662084857624,0.4493589570124944,0.75,0.9565217391304348,1.0,0.5,0.6666666666666666,1.0,1.0,0.62,1.0,1.0,1.0,1.0,0,0,nq,long_form,BAAI/bge-base-en-v1.5,number,global_fixed,reporting_only,,23,2,21,0.16422791547748958,,,,
unit6,Reduced fixed multi-view hybrid: BAAI/bge-base-en-v1.5,multi_view_hybrid_scoring,correct_label,unit6_fixed_multi_view_hybrid_score_BAAI_bge_base_en_v1.5,reference_answer_v2,2,21,0.8404755778610706,0.39111662084857624,0.4493589570124944,0.75,0.9565217391304348,1.0,0.5,0.6666666666666666,1.0,1.0,0.62,1.0,1.0,1.0,1.0,0,0,nq,long_form,BAAI/bge-base-en-v1.5,number,inherited_global,skipped,num_examples<50,23,2,21,0.16422791547748958,,,,
unit6,Reduced fixed multi-view hybrid: BAAI/bge-base-en-v1.5,multi_view_hybrid_scoring,correct_label,unit6_fixed_multi_view_hybrid_score_BAAI_bge_base_en_v1.5,reference_answer_v2,10,90,0.7911914774030446,0.46655227933452537,0.32463919806851926,0.75,0.95,0.7272727272727273,0.8,0.7619047619047619,0.9755555555555555,0.7660056610056609,0.66,0.95,0.6923076923076923,0.9,0.782608695652174,2,0,nq,long_form,BAAI/bge-base-en-v1.5,when,global_fixed,reporting_only,,100,10,90,0.1586809442702806,,,,
unit6,Reduced fixed multi-view hybrid: BAAI/bge-base-en-v1.5,multi_view_hybrid_scoring,correct_label,unit6_fixed_multi_view_hybrid_score_BAAI_bge_base_en_v1.5,reference_answer_v2,10,90,,,,0.67,0.94,0.6666666666666666,0.8,0.7272727272727273,0.9755555555555555,0.7660056610056609,,,,,,,,nq,long_form,BAAI/bge-base-en-v1.5,when,question_type_cv,applied,,100,10,90,0.1586809442702806,5,0.66;0.66;0.66;0.71;0.66,0.67,0.019999999999999976
unit6,Reduced fixed multi-view hybrid: BAAI/bge-base-en-v1.5,multi_view_hybrid_scoring,correct_label,unit6_fixed_multi_view_hybrid_score_BAAI_bge_base_en_v1.5,reference_answer_v2,12,68,0.7244567352657517,0.42269378937624336,0.30176294588950836,0.75,0.9,0.8333333333333334,0.4166666666666667,0.5555555555555556,0.9178921568627451,0.7113185164272121,0.54,0.825,0.46153846153846156,1.0,0.631578947368421,1,0,nq,long_form,BAAI/bge-base-en-v1.5,where,global_fixed,reporting_only,,80,12,68,0.17643056957104758,,,,
unit6,Reduced fixed multi-view hybrid: BAAI/bge-base-en-v1.5,multi_view_hybrid_scoring,correct_label,unit6_fixed_multi_view_hybrid_score_BAAI_bge_base_en_v1.5,reference_answer_v2,12,68,,,,0.5980000000000001,0.825,0.45,0.75,0.5625,0.9178921568627451,0.7113185164272121,,,,,,,,nq,long_form,BAAI/bge-base-en-v1.5,where,question_type_cv,applied,,80,12,68,0.17643056957104758,5,0.54;0.54;0.55;0.81;0.55,0.5980000000000001,0.10609429767899875
unit6,Reduced fixed multi-view hybrid: BAAI/bge-base-en-v1.5,multi_view_hybrid_scoring,correct_label,unit6_fixed_multi_view_hybrid_score_BAAI_bge_base_en_v1.5,reference_answer_v2,20,126,0.6837567510083318,0.36814930027439485,0.3156074507339369,0.75,0.910958904109589,0.8888888888888888,0.4,0.5517241379310345,0.8908730158730159,0.7683892205014602,0.59,0.9315068493150684,0.8125,0.65,0.7222222222222222,0,3,nq,long_form,BAAI/bge-base-en-v1.5,who,global_fixed,reporting_only,,146,20,126,0.1670107438883112,,,,
unit6,Reduced fixed multi-view hybrid: BAAI/bge-base-en-v1.5,multi_view_hybrid_scoring,correct_label,unit6_fixed_multi_view_hybrid_score_BAAI_bge_base_en_v1.5,reference_answer_v2,20,126,,,,0.58,0.910958904109589,0.6842105263157895,0.65,0.6666666666666666,0.8908730158730159,0.7683892205014602,,,,,,,,nq,long_form,BAAI/bge-base-en-v1.5,who,question_type_cv,applied,,146,20,126,0.1670107438883112,5,0.59;0.59;0.59;0.59;0.54,0.58,0.019999999999999976
unit6,Reduced fixed multi-view hybrid: BAAI/bge-base-en-v1.5,multi_view_hybrid_scoring,correct_label,unit6_fixed_multi_view_hybrid_score_BAAI_bge_base_en_v1.5,reference_answer_v2,0,14,nan,0.5582369726096059,nan,0.75,0.8571428571428571,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,2,0,nq,long_form,BAAI/bge-base-en-v1.5,yes_no,global_fixed,reporting_only,,14,0,14,0.1462406912004255,,,,
unit6,Reduced fixed multi-view hybrid: BAAI/bge-base-en-v1.5,multi_view_hybrid_scoring,correct_label,unit6_fixed_multi_view_hybrid_score_BAAI_bge_base_en_v1.5,reference_answer_v2,0,14,nan,0.5582369726096059,nan,0.75,0.8571428571428571,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,2,0,nq,long_form,BAAI/bge-base-en-v1.5,yes_no,inherited_global,skipped,num_examples<50,14,0,14,0.1462406912004255,,,,
unit6,Reduced span-precision multi-view hybrid: BAAI/bge-base-en-v1.5,multi_view_hybrid_scoring,correct_label,unit6_span_precision_multi_view_hybrid_score_BAAI_bge_base_en_v1.5,reference_answer_v2,48,452,0.7456472032858681,0.45576775815790677,0.2898794451279613,0.75,0.928,0.6875,0.4583333333333333,0.55,0.8923303834808259,0.6722810098245683,0.82,0.942,0.88,0.4583333333333333,0.6027397260273972,9,4,nq,long_form,BAAI/bge-base-en-v1.5,all,dataset_global,dataset_reference,,500,48,452,0.1618980458239149,,,,
unit6,Reduced span-precision multi-view hybrid: BAAI/bge-base-en-v1.5,multi_view_hybrid_scoring,correct_label,unit6_span_precision_multi_view_hybrid_score_BAAI_bge_base_en_v1.5,reference_answer_v2,1,30,0.7198428370058536,0.537449271095323,0.18239356591053058,0.75,0.9354838709677419,0.0,0.0,0.0,0.9666666666666667,0.5,0.71,0.967741935483871,0.5,1.0,0.6666666666666666,1,0,nq,long_form,BAAI/bge-base-en-v1.5,definition,global_fixed,reporting_only,,31,1,30,0.12190507219053537,,,,
unit6,Reduced span-precision multi-view hybrid: BAAI/bge-base-en-v1.5,multi_view_hybrid_scoring,correct_label,unit6_span_precision_multi_view_hybrid_score_BAAI_bge_base_en_v1.5,reference_answer_v2,1,30,0.7198428370058536,0.537449271095323,0.18239356591053058,0.75,0.9354838709677419,0.0,0.0,0.0,0.9666666666666667,0.5,0.71,0.967741935483871,0.5,1.0,0.6666666666666666,1,0,nq,long_form,BAAI/bge-base-en-v1.5,definition,inherited_global,skipped,num_examples<50,31,1,30,0.12190507219053537,,,,
unit6,Reduced span-precision multi-view hybrid: BAAI/bge-base-en-v1.5,multi_view_hybrid_scoring,correct_label,unit6_span_precision_multi_view_hybrid_score_BAAI_bge_base_en_v1.5,reference_answer_v2,3,101,0.5484627063075701,0.5070945899228435,0.041368116384726594,0.75,0.9615384615384616,0.0,0.0,0.0,0.6105610561056106,0.05096190167826885,0.58,0.7115384615384616,0.06451612903225806,0.6666666666666666,0.11764705882352941,1,1,nq,long_form,BAAI/bge-base-en-v1.5,general,global_fixed,reporting_only,,104,3,101,0.11537223528125744,,,,
unit6,Reduced span-precision multi-view hybrid: BAAI/bge-base-en-v1.5,multi_view_hybrid_scoring,correct_label,unit6_span_precision_multi_view_hybrid_score_BAAI_bge_base_en_v1.5,reference_answer_v2,3,101,0.5484627063075701,0.5070945899228435,0.041368116384726594,0.75,0.9615384615384616,0.0,0.0,0.0,0.6105610561056106,0.05096190167826885,0.58,0.7115384615384616,0.06451612903225806,0.6666666666666666,0.11764705882352941,1,1,nq,long_form,BAAI/bge-base-en-v1.5,general,inherited_global,skipped,num_positive<10,104,3,101,0.11537223528125744,,,,
unit6,Reduced span-precision multi-view hybrid: BAAI/bge-base-en-v1.5,multi_view_hybrid_scoring,correct_label,unit6_span_precision_multi_view_hybrid_score_BAAI_bge_base_en_v1.5,reference_answer_v2,0,2,nan,0.4668283388018608,nan,0.75,1.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0,0,nq,long_form,BAAI/bge-base-en-v1.5,list,global_fixed,reporting_only,,2,0,2,0.09909971430897713,,,,
unit6,Reduced span-precision multi-view hybrid: BAAI/bge-base-en-v1.5,multi_view_hybrid_scoring,correct_label,unit6_span_precision_multi_view_hybrid_score_BAAI_bge_base_en_v1.5,reference_answer_v2,0,2,nan,0.4668283388018608,nan,0.75,1.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0,0,nq,long_form,BAAI/bge-base-en-v1.5,list,inherited_global,skipped,num_examples<50,2,0,2,0.09909971430897713,,,,
unit6,Reduced span-precision multi-view hybrid: BAAI/bge-base-en-v1.5,multi_view_hybrid_scoring,correct_label,unit6_span_precision_multi_view_hybrid_score_BAAI_bge_base_en_v1.5,reference_answer_v2,2,21,0.8424520008265972,0.3995964858503569,0.4428555149762403,0.75,0.9565217391304348,1.0,0.5,0.6666666666666666,1.0,1.0,0.61,1.0,1.0,1.0,1.0,0,0,nq,long_form,BAAI/bge-base-en-v1.5,number,global_fixed,reporting_only,,23,2,21,0.16216939551966109,,,,
unit6,Reduced span-precision multi-view hybrid: BAAI/bge-base-en-v1.5,multi_view_hybrid_scoring,correct_label,unit6_span_precision_multi_view_hybrid_score_BAAI_bge_base_en_v1.5,reference_answer_v2,2,21,0.8424520008265972,0.3995964858503569,0.4428555149762403,0.75,0.9565217391304348,1.0,0.5,0.6666666666666666,1.0,1.0,0.61,1.0,1.0,1.0,1.0,0,0,nq,long_form,BAAI/bge-base-en-v1.5,number,inherited_global,skipped,num_examples<50,23,2,21,0.16216939551966109,,,,
unit6,Reduced span-precision multi-view hybrid: BAAI/bge-base-en-v1.5,multi_view_hybrid_scoring,correct_label,unit6_span_precision_multi_view_hybrid_score_BAAI_bge_base_en_v1.5,reference_answer_v2,10,90,0.8404939235001802,0.48275283921055673,0.3577410842896234,0.75,0.95,0.7272727272727273,0.8,0.7619047619047619,0.9866666666666667,0.8718650793650793,0.82,0.97,0.8888888888888888,0.8,0.8421052631578947,3,0,nq,long_form,BAAI/bge-base-en-v1.5,when,global_fixed,reporting_only,,100,10,90,0.16376621984110518,,,,
unit6,Reduced span-precision multi-view hybrid: BAAI/bge-base-en-v1.5,multi_view_hybrid_scoring,correct_label,unit6_span_precision_multi_view_hybrid_score_BAAI_bge_base_en_v1.5,reference_answer_v2,10,90,,,,0.736,0.94,0.6666666666666666,0.8,0.7272727272727273,0.9866666666666667,0.8718650793650793,,,,,,,,nq,long_form,BAAI/bge-base-en-v1.5,when,question_type_cv,applied,,100,10,90,0.16376621984110518,5,0.68;0.68;0.68;0.82;0.82,0.736,0.06858571279792894
unit6,Reduced span-precision multi-view hybrid: BAAI/bge-base-en-v1.5,multi_view_hybrid_scoring,correct_label,unit6_span_precision_multi_view_hybrid_score_BAAI_bge_base_en_v1.5,reference_answer_v2,12,68,0.7551480298861861,0.4364510064490703,0.3186970234371158,0.75,0.8875,0.7142857142857143,0.4166666666666667,0.5263157894736842,0.9325980392156863,0.738874079137237,0.58,0.85,0.5,0.9166666666666666,0.6470588235294118,2,0,nq,long_form,BAAI/bge-base-en-v1.5,where,global_fixed,reporting_only,,80,12,68,0.18022260039438018,,,,
